Row_Number,Channel,SYRS_ID,Category,Generated_VC,Primary_Rater,P_C,P_N,P_U,P_Notes,Secondary_Rater,S_C,S_N,S_U,S_Notes,E1_Correctness_1to5,E1_Novelty_YN,E1_Usefulness_YN,E1_Scope_ECU_Net_HW_OOS,E1_Notes
360,Baseline,SYRS.0137_B_B,Body_Control,"- VC_Item: |     VC_ID: ""VC_SYRS.0137_B_B.BOUNDARY.1"" |     Title: ""Verify Boundary Temperature Conditions (Performance)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Set the ECU to the minimum operational temperature. |         2. Maintain 205 km/h and Sensitivity 2. |         3. Measure 10 consecutive wiper cycles. |         4. Verify each interval is within [23.5 s, 24.5 s]. |         5. Set the ECU to the maximum operational temperature. |         6. Repeat steps 2-4. |       Fail: | |         - Any single interval measurement exceeds the ±0.5 s tolerance at either temperature extreme. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0137_B_B.ERROR.1"" |     Title: ""Verify Error Handling During <SIG> Wiper Operation"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a sensor failure or communication error while the wipers are operating intermittently. |         2. Observe the system's <SIG> and recovery mechanism. |         3. Verify that the system either continues to operate within the specified interval tolerance or safely transitions to a fail-safe mode. |       Fail: | |         - The system fails to maintain the specified interval tolerance and does not transition to a fail-safe mode. |         - The system exhibits un<SIG> behavior, such as erratic wiper operation or complete system lockup.",E3,4,Y,Y,Min and max temperature boundaries; ±0.5s interval accuracy preserved,E4,5,N,Y,Correct nominal-state validation,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
363,Baseline,SYRS.0155_A_A,Body_Control,"- VC_Item: |     VC_ID: ""VC_SYRS.0155_A_A.BOUNDARY.1"" |     Title: ""Verify Boundary Values for Wiper Architecture Type Configuration"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Write DID 0x40B2 = 0x00. Verify system reports an error (e.g., NRC $31 - Request Out of Range) or defaults to a safe mode. |         2. Write DID 0x40B2 = 0x03. Verify system reports an error (e.g., NRC $31 - Request Out of Range) or defaults to a safe mode. |         3. Write DID 0x40B2 = 0xFF. Verify system reports an error (e.g., NRC $31 - Request Out of Range) or defaults to a safe mode. |       Fail: | |         - System accepts invalid values and does not report an error or default to a safe mode. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0155_A_A.<SIG_140>.1"" |     Title: ""Verify Error Handling During Configuration Change"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Write DID 0x40B2 = 0x01. Verify system accepts command and reports 'Parallel' mode. |         2. Inject a communication error (e.g., LIN bus fault) while writing DID 0x40B2 = 0x02. Verify system detects the error, reports it, and remains in the last valid configuration ('Parallel' mode). |         3. Write DID 0x40B2 = 0x02 after the communication is restored. Verify system accepts command and reports 'Butterfly' mode. |       Fail: | |         - System fails to detect the communication error and does not remain in the last valid configuration. |         - System does not recover and accept the new configuration after the communication is restored.",E3,4,Y,Y,Invalid DID values 0x00/0x03/0xFF; NRC $31 and NVM configuration tested,E4,1,N,N,Violates <SIG> inhibit behavior,1,N,N,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
365,Baseline,SYRS.0249_B_A,Body_Control,"- VC_Item: |     VC_ID: ""VC_SYRS.0249_B_A.EDGE.1"" |     Title: ""Verify Signal Value and DTC Status After Repeated Faults (Edge Case)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection Testing with Repeated Faults"" |     Pass_Fail_Criteria: |       Pass: | |         1. Inject 'Light Sensor <SIG> Fault' multiple times (e.g., 5 times) in quick succession. |         2. Monitor LIN Bus: Verify '<SIG_77>' remains at 255 after each fault injection. |         3. Read DTC Memory: Verify the fault is marked as 'Confirmed' and that only one DTC entry is registered, even after multiple injections. |       Fail: | |         - Signal value does not remain at 255 after each fault injection. |         - More than one DTC entry is registered for the same fault. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0249_B_A.<SIG>.1"" |     Title: ""Verify System <SIG> After Fault Clearing (Boundary Case)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection and <SIG> Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Inject 'Light Sensor <SIG> Fault'. |         2. Monitor LIN Bus: Verify '<SIG_77>' == 255. |         3. Read DTC Memory: Verify fault is marked as 'Confirmed'. |         4. Simulate the clearing of the fault condition. |         5. Wait for the system to validate the fault clearance. |         6. Monitor LIN Bus: Verify '<SIG_77>' returns to its normal operational range. |         7. Read DTC Memory: Verify the DTC is cleared or marked as 'Inactive'. |       Fail: | |         - Signal value does not return to normal operational range after fault clearance. |         - DTC is not cleared or marked as 'Inactive' after fault clearance.",E3,4,Y,Y,Multiple rapid faults; signal=255 + single DTC; both checks preserved,E4,5,N,Y,Requirement mapping preserved,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
368,Baseline,SYRS.1130_B_A,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.1130_B_A.3"" |     Title: ""Verify no transmission on invalid post-<SIG> change (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a change in '<SIG_117>' (e.g., 0->1) that persists for < 10ms. |         2. Verify that the '<SIG_226>' message is not <SIG>ted. |       Fail: | |         - The '<SIG_226>' message is <SIG>ted despite the change not persisting for the required <SIG> period. |  | - VC_Item: |     VC_ID: ""VC_SYRS.1130_B_A.4"" |     Title: ""Verify handling of multiple rapid changes within the <SIG> period"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate multiple rapid changes in '<SIG_117>' (e.g., 0->1, 1->0, 0->1) within a 10ms window. |         2. Verify that the '<SIG_226>' message is only <SIG>ted if the final state change persists for >= 10ms after the last change. |       Fail: | |         - The '<SIG_226>' message is <SIG>ted before the final state change has persisted for the required <SIG> period. |         - The '<SIG_226>' message is not <SIG>ted even though the final state change persists for >= 10ms.",E3,4,Y,Y,Change < 10ms <SIG>; no transmission test; directly tests negative case,E4,2,Y,N,<SIG> hardware interaction; novel-invalid,2,Y,N,HW,E1:<SIG>-<SIG_241>-Reject|follow-E4(C=2/U=N)
369,Baseline,SYRS.1130_B_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.1130_B_B.2"" |     Title: ""Verify transmission latency under high system load (Stress Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a high system load condition (e.g., by running multiple background tasks or processes that consume significant CPU and memory resources). |         2. Trigger a valid event transmission (per SYRS.1130_B_A, e.g., signal change > 10ms). |         3. Measure the latency between the 10ms <SIG> point (<SIG_227>) and the start of the CAN frame transmission (<SIG_228>). |         4. Verify Latency (<SIG_228> - <SIG_227>) is ≤ 5ms. |       Fail: | |         - Measured latency is > 5ms. |  | - VC_Item: |     VC_ID: ""VC_SYRS.1130_B_B.3"" |     Title: ""Verify transmission latency with simultaneous events (Concurrency Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Concurrency Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger multiple valid event transmissions (per SYRS.1130_B_A, e.g., signal changes > 10ms) simultaneously or in rapid succession. |         2. Measure the latency between the 10ms <SIG> point (<SIG_227>) and the start of the CAN frame transmission (<SIG_228>) for each event. |         3. Verify Latency (<SIG_228> - <SIG_227>) is ≤ 5ms for all events. |       Fail: | |         - Measured latency is > 5ms for any of the events.",E3,4,Y,Y,High system load stress; 5ms latency preserved under load,E4,5,N,Y,Strong nominal communication validation,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
372,Baseline,SYRS.0217_A_3,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0217_A_3.2"" |     Title: ""Verify ECU <SIG> to invalid NAD assignment during SNPD"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Connect the system (ECU) in a network with a LIN Master simulating the SNPD sequence. |         2. Initiate the auto-addressing sequence. |         3. During the SNPD process, have the LIN Master assign an invalid NAD (e.g., out of range or already assigned to another node). |         4. Verify the ECU rejects the invalid NAD and does not accept it. |         5. Ensure the ECU remains in a safe state and continues to function correctly after the invalid NAD is rejected. |       Fail: | |         - The ECU accepts the invalid NAD. |         - The ECU enters an unsafe or non-functional state after receiving the invalid NAD. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0217_A_3.3"" |     Title: ""Verify ECU behavior when SNPD sequence is interrupted"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Handling Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Connect the system (ECU) in a network with a LIN Master simulating the SNPD sequence. |         2. Initiate the auto-addressing sequence. |         3. Interrupt the SNPD sequence by disconnecting the LIN bus or introducing a communication error (e.g., corrupt data frame). |         4. Verify the ECU detects the interruption and handles it gracefully. |         5. Ensure the ECU remains in a safe state and can resume normal operation once the communication is restored. |       Fail: | |         - The ECU fails to detect the interruption and continues to operate as if the SNPD was successful. |         - The ECU enters an unsafe or non-functional state after the interruption. |         - The ECU cannot resume normal operation once the communication is restored.",E3,4,Y,Y,Invalid NAD during SNPD; rejection and no-accept preserved,E4,2,Y,N,Vehicle integration dependency outside scope; novel-supplement,2,Y,N,OOS,E1:<SIG>-<SIG_241>-Reject|follow-E4(C=2/U=N)
374,Baseline,SYRS.0444_A_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0444_A_B.2"" |     Title: ""Verify NACK Transmission with Back-to-Back Lock <SIG> (Stress Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger the failure condition (Speed Fault Active). |         2. Send a series of back-to-back Lock <SIG> (e.g., 10 requests within 1 second). |         3. Measure the time T1 for each NACK <SIG> transmission. |         4. Verify that for each request, Delta (T1 - T0) ≤ 100 ms. |       Fail: | |         - Any NACK <SIG> latency exceeds 100 ms. |         - The ESCL fails to <SIG> all NACK <SIG>s. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0444_A_B.3"" |     Title: ""Verify NACK Transmission with Simultaneous Multiple Failure Conditions (Error Handling)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger multiple failure conditions simultaneously (e.g., Speed Fault Active and Communication Fault). |         2. Send a Lock Request (Time T0). |         3. Measure Time T1 when the NACK <SIG> transmission begins. |         4. Verify Delta (T1 - T0) ≤ 100 ms. |         5. Verify that the NACK <SIG> is <SIG>ted correctly (Data=0x00). |       Fail: | |         - Latency exceeds 100 ms. |         - The NACK <SIG> is not <SIG>ted or contains incorrect data.",E3,4,Y,Y,Back-to-back 10 requests; each NACK ≤100ms preserved,E4,5,N,Y,Correct state-machine verification,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
377,Baseline,SYRS.0226,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0226.2"" |     Title: ""Verify system behavior when Byte 7 (index 7) is manually corrupted"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure the system to <SIG> '<SIG_231>'. |         2. Capture the <SIG>ted LIN frame. |         3. Manually modify Byte 7 (index 7) of the captured frame with an incorrect value. |         4. Re-<SIG> the modified LIN frame to the system. |         5. Verify that the system detects the CRC-8 checksum error and triggers the appropriate error handling mechanism (e.g., logs an error, retries transmission, or sets a fault flag). |       Fail: | |         - The system does not detect the CRC-8 checksum error. |         - The system does not trigger the appropriate error handling mechanism. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0226.3"" |     Title: ""Verify system behavior when Bytes 0-6 (index 0-6) contain all zeros"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure the system to <SIG> '<SIG_231>' with Bytes 0-6 set to all zeros. |         2. Capture the <SIG>ted LIN frame. |         3. Manually compute the <SIG> CRC-8 using all-zero Bytes 0-6 as input. |         4. Verify that Byte 7 (index 7) of the captured frame exactly matches the <SIG> CRC-8 for all-zero input. |       Fail: | |         - Byte 7 (index 7) does not match the <SIG> CRC-8 for all-zero input. |         - The system fails to <SIG> the LIN message or behaves un<SIG>ly.",E3,4,Y,Y,Corrupt Byte 7 → CRC error detection; LIN frame integrity preserved,E4,1,N,N,<SIG> layer behavior impossible,1,N,N,HW,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
379,Baseline,SYRS.0693_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0693_B.2"" |     Title: ""Verify Bus Initialization Latency with Simultaneous ECU <SIG> (Concurrency)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Concurrency Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Place the FES in a non-default session (e.g., <SIG> Session 0x02). |         2. Send UDS 0x10 with sub-function 0x01 (Default Session) to multiple ECUs simultaneously (Time T0). |         3. Monitor the bus for communication re-establishment for all ECUs (T1). |         4. Verify Delta (T1 - T0) <= <SIG_2> (e.g., 150 ms) for each ECU. |       Fail: | |         - Measured initialization time for any ECU exceeds <SIG_2> (e.g., 150 ms). |  | - VC_Item: |     VC_ID: ""VC_SYRS.0693_B.3"" |     Title: ""Verify Bus Initialization Latency with Network Congestion (Stress Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Place the FES in a non-default session (e.g., <SIG> Session 0x02). |         2. Introduce network congestion by sending a high volume of data on the bus. |         3. Send UDS 0x10 with sub-function 0x01 (Default Session) (Time T0). |         4. Monitor the bus for communication re-establishment (T1). |         5. Verify Delta (T1 - T0) <= <SIG_2> (e.g., 150 ms). |       Fail: | |         - Measured initialization time exceeds <SIG_2> (e.g., 150 ms).",E3,4,Y,Y,Simultaneous session switches to multiple ECUs; ≤150ms preserved,E4,5,N,Y,Accurate restart-path verification,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
382,Baseline,SYRS.0470_B_A,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0470_B_A.2"" |     Title: ""Verify Odometer Acquisition and Storage with Invalid <SIG> (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate the first-time setting of <SIG> to an invalid value (e.g., incorrect format, out-of-range, or null). |         2. Monitor the system memory/diagnostics for any stored Odometer value. |         3. Confirm that the ESL does not store any 'CLUSTER1.<SIG>' value. |         4. Verify that the system logs an appropriate error message or diagnostic code indicating the invalid <SIG>. |       Fail: | |         - The ESL stores an Odometer value despite the invalid <SIG>. |         - No error message or diagnostic code is logged. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0470_B_A.3"" |     Title: ""Verify Odometer Acquisition and Storage with CAN Bus Communication Failure"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Handling Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate the first-time setting of <SIG> to a valid value (Trigger). |         2. Simulate a CAN bus communication failure (e.g., no signal, corrupted signal, or timeout) when the ESL attempts to acquire the 'CLUSTER1.<SIG>' value. |         3. Monitor the system memory/diagnostics for any stored Odometer value. |         4. Confirm that the ESL does not store any 'CLUSTER1.<SIG>' value. |         5. Verify that the system logs an appropriate error message or diagnostic code indicating the CAN bus communication failure. |       Fail: | |         - The ESL stores an Odometer value despite the CAN bus communication failure. |         - No error message or diagnostic code is logged.",E3,4,Y,Y,Invalid <SIG> → no odometer stored; negative case tested,E4,2,Y,N,Unsupported prerequisite condition,2,Y,N,ECU,E1:<SIG>-<SIG_241>-Reject|follow-E4(C=2/U=N)
383,Baseline,SYRS.0470_B_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0470_B_B.2"" |     Title: ""Verify Behavior with Simultaneous <SIG> Setting and ECU Reboot"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger the first-time <SIG> setting (Time T0). |         2. Immediately after triggering, initiate an ECU reboot. |         3. Verify that the 'CLUSTER1.<SIG>' signal is correctly acquired and stored after the ECU reboots. |         4. Measure Time T1 when the Odometer value is successfully processed and stored internally post-reboot. |         5. Verify Delta (T1 - T0) ≤ 500 ms. |       Fail: | |         - The 'CLUSTER1.<SIG>' signal is not correctly acquired and stored after the ECU reboots. |         - Latency exceeds 500 ms. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0470_B_B.3"" |     Title: ""Verify Behavior with Invalid <SIG> Data"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Handling Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger the first-time <SIG> setting with invalid or malformed <SIG> data (Time T0). |         2. Verify that the ECU does not process and store the 'CLUSTER1.<SIG>' signal. |         3. Verify that the ECU logs an appropriate error message or fault code. |       Fail: | |         - The ECU processes and stores the 'CLUSTER1.<SIG>' signal despite the invalid <SIG> data. |         - No error message or fault code is logged.",E3,4,Y,Y,ECU reboot during acquisition; 500ms timing and correct storage after reboot,E4,5,N,Y,Correct communication-state validation,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
386,Baseline,SYRS.0346_A,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0346_A.2"" |     Title: ""Verify CAN Message Transmission During System Initialization (Boundary Value)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power on the system and start capturing CAN frames immediately. |         2. Verify that the first CAN message with ID 0x101 is <SIG>ted within a predefined initialization period (e.g., 100 ms). |         3. Verify the DLC of the first message 0x101 is exactly 8 bytes. |       Fail: | |         - The first CAN message with ID 0x101 is not <SIG>ted within the predefined initialization period. |         - The DLC of the first message 0x101 is not exactly 8 bytes. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0346_A.3"" |     Title: ""Verify CAN Message Transmission Under High Load (Error Handling)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure the system for normal communication. |         2. Simulate a high load condition by sending a large number of CAN messages from other ECUs to the system under test. |         3. Capture CAN frames over a duration of 1 second. |         4. Verify that the system continues to <SIG> CAN message with ID 0x101 cyclically. |         5. Verify the DLC of message 0x101 is exactly 8 bytes in all captured instances. |       Fail: | |         - The system fails to <SIG> CAN message with ID 0x101 cyclically under high load. |         - The DLC of message 0x101 is not exactly 8 bytes in any of the captured instances.",E3,4,Y,Y,First message during initialization; DLC=8 + ID=0x101 preserved,E4,2,Y,N,Driving-environment dependency beyond SYRS; novel-supplement,2,Y,N,OOS,E1:<SIG>-<SIG_241>-Reject|follow-E4(C=2/U=N)
388,Baseline,SYRS.0346_C,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0346_C.2"" |     Title: ""Verify Signal Layout and Scaling Compliance with Boundary Values (Dynamic Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Simulation"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate the transmission of message ID 0x101 with <SIG> values for each signal (e.g., minimum, maximum, and typical values). |         2. Verify that the ECU correctly interprets and processes these <SIG> values according to the definitions in the interface document '1-<SIG_232>.rtf'. |         3. Confirm that no un<SIG> behavior or errors occur during the processing of these <SIG> values. |       Fail: | |         - The ECU does not correctly interpret or process the <SIG> values. |         - Un<SIG> behavior or errors occur during the processing of the <SIG> values. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0346_C.3"" |     Title: ""Verify Signal Layout and Scaling Compliance with Invalid Data (Error Handling)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Inject invalid data into the message ID 0x101 (e.g., out-of-range values, incorrect start bit, incorrect length, wrong endianness, or incorrect scaling/offset). |         2. Verify that the ECU detects and handles the invalid data appropriately (e.g., by logging an error, setting a diagnostic trouble code, or taking a safe state). |         3. Confirm that the ECU does not enter an unsafe or undefined state due to the invalid data. |       Fail: | |         - The ECU does not detect the invalid data. |         - The ECU does not handle the invalid data appropriately. |         - The ECU enters an unsafe or undefined state due to the invalid data.",E3,3,Y,Y,Dynamic testing at <SIG> values; static review approach of Golden different; engineer can bridge,E4,5,N,Y,Accurate pass/fail derivation,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
391,Baseline,SYRS.0458_B_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0458_B_B.2"" |     Title: ""Verify Transmission Latency with Back-to-Back Timer Expiry (Stress Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Trigger the last condition (timer expiry) at Time T0. |         2. Immediately trigger the next timer expiry at Time T1, where T1 is within 100ms of T0. |         3. Measure Time T2 when the '<SIG_4>' message transmission begins for the second trigger. |         4. Verify Delta (T2 - T1) ≤ 100\text{ms}. |       Fail: | |         - Latency exceeds 100ms for the second trigger. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0458_B_B.3"" |     Title: ""Verify Transmission Latency with System Under High Load (Load Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Load Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a high system load by running multiple background processes or tasks. |         2. Trigger the last condition (timer expiry) at Time T0. |         3. Measure Time T1 when the '<SIG_4>' message transmission begins. |         4. Verify Delta (T1 - T0) ≤ 100\text{ms}. |       Fail: | |         - Latency exceeds 100ms under high system load.",E3,4,Y,Y,Back-to-back timer expiry; ≤100ms per transmission preserved,E4,1,N,N,Contradicts <SIG> communication logic,1,N,N,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
393,Baseline,SYRS.0503,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0503.BOUNDARY.1"" |     Title: ""Verify Payload Reduction at Boundary Conditions (Edge Case)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Establish nominal operating conditions. |         2. Set the ESCL to <SIG> messages with a payload size just above and just below the defined <SIG> payload size (<SIG_6>). |         3. Capture and log all CAN frames <SIG>ted by the ESCL for a 60-second duration. |         4. Calculate the ESCL's total <SIG>ted payload (<SIG_5>) for both <SIG> values. |         5. Verify the reduction is at least 20% for both <SIG> values: (<SIG_6> - <SIG_5>) / <SIG_6> >= 0.20 |       Fail: | |         - The reduction is less than 20% for either of the <SIG> values. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0503.ERROR.1"" |     Title: ""Verify Payload Reduction During Error Handling (Error Handling)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Establish nominal operating conditions. |         2. Introduce a fault in the system that causes the ESCL to handle an error condition (e.g., a corrupted message, network congestion, or a temporary loss of communication). |         3. Capture and log all CAN frames <SIG>ted by the ESCL for a 60-second duration during the error condition. |         4. Calculate the ESCL's total <SIG>ted payload (<SIG_5>) during the error condition. |         5. Obtain the documented <SIG> payload size (<SIG_6>). |         6. Verify the reduction is at least 20%: (<SIG_6> - <SIG_5>) / <SIG_6> >= 0.20 |       Fail: | |         - The reduction is less than 20% during the error condition.",E3,4,Y,Y,Payload near <SIG> <SIG>; ≥20% reduction verified at BVA,E4,5,N,Y,Direct requirement traceability,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
396,Baseline,SYRS.0366_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0366_B.EDGE.1"" |     Title: ""Verify System Behavior at Boundary Value of <SIG_7>"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Set Parameter <SIG_7> = 499 ms via XCP. |         2. Stop BCM message transmission. |         3. Confirm Fault detection and Safe State transition at 499 ms (+20 ms tolerance). |       Fail: | |         - System fails to detect the fault or does not enter the Safe State within the specified time. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0366_B.ERROR.1"" |     Title: ""Verify System Behavior with <SIG> BCM Messages"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Set Parameter <SIG_7> = 500 ms via XCP. |         2. Transmit BCM messages intermittently, ensuring that the total duration without a valid BCM message exceeds 500 ms. |         3. Confirm Fault detection and Safe State transition after the total duration without a valid BCM message exceeds 500 ms (+20 ms tolerance). |       Fail: | |         - System fails to detect the fault or does not enter the Safe State within the specified time.",E3,4,Y,Y,<SIG_7> = 499ms <SIG>; ≤20ms safe state preserved,E4,2,Y,N,Unsupported electrical assumption; novel-invalid,2,Y,N,HW,E1:<SIG>-<SIG_241>-Reject|follow-E4(C=2/U=N)
397,Baseline,SYRS.0459_B_B,Communication_Stack,"- VC_Item: |     VC_ID: ""VC_SYRS.0459_B_B.<SIG_137>.1"" |     Title: ""Verify NACK Response in Case of Multiple Simultaneous State Transitions"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Induce multiple '<SIG_10>' state transitions within a short time frame (e.g., 50 ms apart). |         2. Monitor the bus for each '<SIG_4>' message. |         3. Verify that each '<SIG_4>' message contains NACK = 0x0E and is <SIG>ted within 100 ms of its respective state transition. |       Fail: | |         - Any '<SIG_4>' message with an incorrect NACK value or transmission delay > 100 ms. |         - Missing '<SIG_4>' messages for any of the state transitions. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0459_B_B.<SIG_140>.1"" |     Title: ""Verify NACK Response When System Resources Are Low"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Resource Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a low system resource condition (e.g., low memory, high CPU usage) while inducing the '<SIG_10>' state. |         2. Monitor the bus for the '<SIG_4>' message. |         3. Verify that the '<SIG_4>' message contains NACK = 0x0E and is <SIG>ted within 100 ms of the state transition. |       Fail: | |         - Incorrect NACK value or transmission delay > 100 ms. |         - No '<SIG_4>' message is sent.",E3,4,Y,Y,Multiple simultaneous <SIG_10> transitions; ≤100ms per NACK preserved,E4,5,N,Y,Strong nominal verification case,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
